Ticker Symbol,Ticker Description
AIT,"Applied Industrial Technologies Inc is an industrial distributor in North America, Australia, and New Zealand, serving MRO (maintenance, repair, and operations) and OEM (original equipment manufacturing) customers in diversified industries."
AIV,"Apartment Investment & Management Co is a self-administered and self-managed real estate investment trust, or REIT, engaged in the ownership and operation of a diversified portfolio of apartment properties."
AIZ,Assurant Inc is a provider of specialized insurance products and related services in North America and selected other international markets.
AJG,Arthur J. Gallagher & Co is engaged in providing insurance brokerage and consulting services and third-party claims settlement and administration services to both domestic and international entities.
AJRD,"Aerojet Rocketdyne Holdings Inc manufactures aerospace and defense products and systems which develops and manufactures propulsion systems for defense and space applications, and armaments for precision tactical and long-range weapon systems applications."
AJX,"Great Ajax Corp is engaged in acquiring, investing in and managing a portfolio of mortgage loans. The Company operates in a single segment focused on non-performing mortgages and re-performing mortgages."
AKAM,"Akamai Technologies Inc is a United States based company which provides cloud services for delivering, optimizing and securing online content and business applications over the Internet."
AKAO,"Achaogen Inc is a biopharmaceutical company committed to the discovery, development, and commercialization of novel antibacterials to treat multi-drug resistant (MDR) gram-negative infections."
AKBA,Akebia Therapeutics Inc is a biopharmaceutical company. It focuses on the development and commercialization of novel therapeutics to patients with kidney disease through hypoxia-inducible factor (HIF) biology.
AKCA,Akcea Therapeutics Inc is a late stage biopharmaceutical company focused on developing and commercializing drugs to treat patients with serious cardiometabolic diseases caused by lipid disorders.
AKER,"Akers Biosciences Inc mainly develops and manufactures rapid, point-of-care screening and testing products designed to bring health-related information directly to the patient or clinician in a time- and cost-efficient manner."
AKG,"Asanko Gold Inc is a gold producer. Its principal asset is the Asanko Gold Mine, located in Ghana, West Africa. It owns two deposits Nkran and Esaase and a 3 Mtpa carbon-in-leach (CIL) processing plant facility."
AKO.A,"Embotelladora Andina SA is a Coca-Cola bottler in Latin America that produces carbonated soft drinks, water, fruit juices, energy drinks, and sports drinks that it sells under various Coca-Cola brands."
